Candidate,Party,Type,Date,Title,Speech
Bernie Sanders,D,p,"April 30, 2015",Press Release - Bernie Sanders: 'I Will be a Candidate for President',"U.S. Sen. Bernie Sanders this morning will declare his candidacy for president of the United States. The senator will send an email to hundreds of thousands of supporters declaring his intention to run in the Democratic Party and laying out themes of his campaign:Here are key excerpts:""I am writing to inform you that I will be a candidate for President of the United States. I ask for your support.""For many months I have been traveling from coast to coast across our country, and have had the opportunity to meet with thousands of good, hard-working, and remarkable people. Like you and me, they are deeply concerned about the future of our country.""They wonder why they are working longer hours for lower wages. They worry about whether their kids will be able to afford college or get decent jobs. They fear that they may not have the savings to retire with dignity and security.""The challenges facing our country are enormous.""It's not just that, for forty years, the middle class has been disappearing. It's that 99% of all new income is going to the top 1%, and the grotesque level of wealth and income inequality today is worse than at any time since the late 1920s. The people at the top are grabbing all the new wealth and income for themselves, and the rest of America is being squeezed and left behind.""The disastrous decisions of the Supreme Court in the Citizens United case and in other related cases are undermining the very foundations of American democracy, as billionaires rig the system by using their Super PACS to buy politicians and elections.""And the peril of global climate change, with catastrophic consequences, is the central challenge of our time and our planet.""The middle class in America is at a tipping point. It will not last another generation if we don't boldly change course now.""After a year of travel, discussion and dialogue, I have decided to be a candidate for the Democratic nomination for president. But let's be clear. This campaign is not about Bernie Sanders. It about a grassroots movement of Americans standing up and saying: 'Enough is enough. This country and our government belong to all of us, not just a handful of billionaires."
Bernie Sanders,D,p,"April 30, 2015",Press Release - Sen. Bernie Sanders Returns to New Hampshire,"U.S. Sen. Bernie Sanders will return to New Hampshire on Saturday for a house party in Manchester and will address the New Hampshire AFL-CIO Convention in North Conway. Sanders looks forward to discussing some of the most important economic issues facing the country and hearing from the people of New Hampshire.This will be Sanders' tenth trip to New Hampshire since 2014.Saturday, May 210 amHouse party at the home of Elizabeth Ropp, 851 Beech St. in Manchester, New Hampshire1:30 pmSpeech at the New Hampshire AFL- CIO Convention at the White Mountain Hotel and Resort, 2560 West Side Road, in North Conway, New Hampshire"
Bernie Sanders,D,p,"May 1, 2015",Press Release - Mass Movement Forming for Bernie Sanders Campaign,"In U.S. Sen. Bernie Sanders' 1-day old presidential campaign, more than 100,000 people already signed up at BernieSanders.com to spearhead the mass movement he called for when he launched the campaign.""This campaign is not about Bernie Sanders. It's about a grassroots movement of Americans standing up and saying: 'Enough is enough. This country and our government belong to all of us, not just a handful of billionaires,'"" Sanders had written in a Thursday morning e-mail to supporters announcing his candidacy.In addition to the growing number of online volunteers, more than $1.5 million in contributions was raised online in the 24 hours since Sanders spoke at noon on Thursday to a horde of reporters a news conference outside the U.S. Capitol. Underscoring the grassroots movement, there were 35,000 donors in the first 24 hours and the average donation was $43.54.""This is a remarkable start for Bernie's campaign. People across America are yearning for authentic leadership that tells them the truth about what is holding back our nation. Bernie Sanders understands the problems we face, and is proposing bold policies to deal with those challenges  the crushing impact that inequality of wealth and income are having on working families and the middle class; the catastrophic threat of climate change; and the attack on democracy itself from Super PACs and the wealthy special interests that fund them,"" said Tad Devine, a senior adviser to the senator.Sanders will travel to New Hampshire on Saturday for a mid-morning house party in Manchester and to address an AFL-CIO convention in North Conway. It will be his 10th trip to the Granite State in the past year."
Bernie Sanders,D,p,"May 2, 2015","Press Release - Bernie Sanders in Manchester, New Hampshire","Bernie Sanders attends a house party in Manchester, New Hampshire on the first official stop of our 2016 presidential campaign."
Bernie Sanders,D,p,"May 10, 2015",Press Release - Sanders Supreme Court Litmus Test: I Will Nominate Justices who Would Overturn Citizens United,"Sen. Bernie Sanders, a candidate for the Democratic presidential nomination, said on Sunday that if elected he would nominate Supreme Court justices committed to overturning the Citizens United decision which Sanders said is ""undermining American democracy.""The court's 2010 decision voided campaign funding laws and has opened the floodgates for political spending by corporations and wealthy individuals.""If elected president, I will have a litmus test in terms of my nominee to be a Supreme Court justice. That nominee will say that we are going to overturn this disastrous decision in Citizens United because that decision is undermining American democracy,"" Sanders said during an interview on the CBS News program ""Face the Nation."" Added Sanders, ""I do not believe that billionaires should be able to buy politicians.""Sanders (I-Vt.), who favors public funding of elections, is the sponsor of a constitutional amendment to undo the Supreme Court ruling in Citizens United v. Federal Election Commission.In the five years since the court struck down limits on campaign spending, billionaires like the industrialists Charles and David Koch and the Las Vegas casino tycoon Sheldon Adelson have spent heavily on political campaigns. The Koch brothers and their network of other wealthy donors have signaled their intention to invest nearly $1 billion in the next elections. The Brennan Center for Justice recently reported that so-called super PACs spawned by the Citizens United ruling have spent more than $1 billion to influence elections.Sixteen states, including Vermont, and voters and city councils in more than 600 cities and towns have passed measures supporting a constitutional amendment."
Bernie Sanders,D,p,"May 14, 2015",Press Release - Sanders Sets New Hampshire and Iowa Stops After Hometown Campaign Kickoff,"U.S. Sen. Bernie Sanders on Thursday announced plans for a four-day swing to New Hampshire and Iowa after a May 26 campaign kickoff here in the senator's hometown where he once served as mayor.Here is Sanders' itinerary:NEW HAMPSHIREWednesday, May 27Noon Concord town meeting, New England College (Concord Campus), 62 North Main St., Concord5 p.m. House party at the home of Kathryn Williams and Brant Hardy, 277 Main St., Epping7 p.m. Portsmouth town meeting at the South Church, 292 State St., PortsmouthIOWAThursday, May 287 p.m. Davenport town meeting, Rogalski Center, St. Ambrose University, 518 W. Locust St., DavenportFriday, May 293 p.m. Muscatine County Democrats town meeting, Bob Roach Little Theatre, Strahan Hall, Muscatine Community College, 152 Colorado St., Muscatine7 p.m.  House party at the home of Dave Johnson and Jennie Embree, 326 N. Fourth St., West Branch.Saturday, May 3010 a.m. Iowa City town meeting, Robert A. Lee Community Recreation Center, Social Hall, 220 South Gilbert St. Iowa City5 p.m. Tri-County Democrats town meeting,  Kensett Community Center,  300 Willow St., KensettNote to news editors: Accredited news organizations planning to cover the May 26 kickoff in Burlington, Vermont, are requested to contact Nick Carter at nick@berniesanders.com or (802) 861-3170."
Bernie Sanders,D,p,"May 15, 2015","Press Release - Sanders Announces Campaign Management Team With Strong Vermont, Grassroots Experience","U.S. Sen. Bernie Sanders on Friday announced that he has named two long-time Vermont aides to key positions on his presidential campaign. Sanders chose Jeff Weaver to be his campaign manager and Phil Fiermonte to be the campaign field director.They join the campaign's senior ranks along with Tad Devine, a Sanders friend and adviser who played leading roles in six Democratic presidential campaigns. Weaver and Fiermonte were born and raised in Vermont and have been part of Bernie's congressional and campaign teams for decades.Weaver, raised in the St. Albans area, first met Bernie as a 20-year-old volunteer in Sanders' 1986 campaign for governor. He later worked on Sanders' campaigns for the U.S. House and on his 2006 campaign for the U.S. Senate. Weaver was a legislative assistant in Sanders' congressional office and worked his way up to chief of staff in the Senate office. He is a graduate of Georgetown Law School, which he attended while working for Sanders.Fiermonte has worked on a number of Sanders' campaigns and was, until recently, the state director in the Vermont Senate office. A native of Derby, the University of Vermont alum and former Burlington City Council member also was executive director of the American Federation of Teachers in Vermont. He has worked for Sanders for 16 years.Devine's ties to Sanders date back to a 1996 House race and Sanders' first campaign for the U.S. Senate in 2006.""We are assembling a talented staff with years of experience in grassroots movements and building the coalitions that will be critical to our success. As an elected official in Vermont I have held hundreds of town meetings and have knocked on thousands of doors. That's the kind of people-oriented campaign I enjoy and that's the kind of campaign I will be running for president. And that's what Jeff and Phil know how to do very well,"" Sanders said.""Tad Devine is a friend who brings a great deal of national experience to our campaign. I not only have great respect for his media expertise, but for the knowledge of contemporary American politics that he and his team will bring to our campaign,"" Sanders added."
Bernie Sanders,D,p,"May 19, 2015",Press Release - Sanders to Visit New Hampshire After Hometown Campaign Kickoff,"U.S. Sen. Bernie Sanders will be returning to New Hampshire next Wednesday, May 27th one day after a campaign kickoff event here in the senator's hometown. A town meeting in Concord is the first stop on a swing that includes a house party in Epping and an evening town meeting in Portsmouth.This will be Sanders' eleventh trip to New Hampshire since 2014. Here is his itinerary:Wednesday, May 27Noon  Concord town meeting, New England College (Concord Campus), 62 North Main St., Concord5 p.m. House party at the home of Kathryn Williams and Brant Hardy, 277 Main St., Epping7 p.m. Portsmouth town meeting at the South Church, 292 State St., PortsmouthNote to news editors: Accredited news organizations planning to cover the May 26 kickoff in Burlington, Vermont, are requested to contact Nick Carter at nick@berniesanders.com or (802) 861-3170."
Bernie Sanders,D,p,"May 20, 2015",Press Release - New Survey Released by Public Policy Polling,"BURLINGTON, Vt.  Public Policy Polling on Thursday released a new survey of voters in Washington state.""Hillary Clinton continues to be dominant at 57% to 24% for Bernie Sanders, 4% for Martin O'Malley, 2% for Jim Webb, and 1% for Lincoln Chafee. This is another data point showing that Sanders has far separated himself from the rest of the Democratic field in the race for 2nd place- he has 58% name recognition with the O'Malley/Webb/Chafee trio only coming in the 26-31% range,"" the pollster said.To see the poll results, click here."
Bernie Sanders,D,p,"May 20, 2015",Press Release - Sanders' Hometown Campaign Kickoff Set for Tuesday,"U.S. Sen. Bernie Sanders will kick off his presidential campaign at 5 p.m. Tuesday at Waterfront Park along Lake Champlain in the city where he served as mayor before being elected to Congress.There will be free Ben & Jerry's ice cream and music by Mango Jam, the Vermont Zydeco/Cajun band.""My hometown of Burlington and the people of Vermont have a special place in my heart. There is nowhere else in the world where I would hold an event this important,"" Sanders said.""In Vermont, I have learned that focusing on important issues and not engaging in negative campaigns is what people want. I have learned that grassroots campaigning  holding town meetings, knocking on doors, face-to-face discussions  is more important than money in winning elections. That is what I have done in Vermont and that is the lesson I will take with me around the country on this national campaign.""The formal kickoff will set the stage for the campaign to come. I will lay out an 'Agenda for America' which addresses the major crises we face and a vision of a government which works for all of our people and not just the billionaire class,"" Sanders said.After the Burlington campaign kickoff, Sanders will travel to New Hampshire on Wednesday and then head to Iowa on Thursday.Campaign Kickoff EventTuesday, May 265 p.m.at Waterfront Park, Burlington, Vermont. (MAP)Rain location: Memorial Auditorium, 250 Main St., Burlington, Vermont. (MAP)Note to news editors:Accredited news organizations planning to cover the May 26 kickoff in Burlington, Vermont, are requested to contact Nick Carter at nick@berniesanders.com or (802) 861-3170."
