Candidate,Party,Type,Date,Title,Speech
Hillary Clinton ,D,s,"February 7, 2007","Statement of Hillary Clinton on Announcement of the ""Better Health Care Together"" Campaign","Washington, DC -- In response to today's formation of the ""Better Health Care Together"" campaign, Hillary Clinton released the following statement praising the coalition's announcement: ""The worst kept secret in America is that the health care system is not working for the vast majority of people in our country. Costs are spiraling out of control, already high premiums are getting higher and health care is getting further and further out of reach for millions of uninsured and underinsured Americans. Universal health care is not only a moral and health imperative, but an economic and jobs imperative as well. ""I have learned from experience that we cannot achieve the goal of health care for every American if we don't have buy-in from employers, government, and labor. Today's announcement by America's largest employer and some of America's largest unions, along with organizations from across the political spectrum, is one more piece of evidence that there's broad agreement that Americans deserve a health care system that covers everyone and lowers costs. ""Passage of a universal health coverage plan will be one of my top priorities as President. It is time for bold yet practical solutions and I will use today's encouraging news to continue my efforts to build support for universal health care."""
Hillary Clinton ,D,s,"February 23, 2007",Clinton Statement on Vilsack Withdrawal,"Following is a statement released today by Senator Hillary Clinton: ""I have been proud to work with Tom Vilsack for years on the challenges facing our country, and I have a deep admiration for both Tom and Christie. ""Tom has made Iowa a leader in renewable energy and created thousands of jobs as one of America's great governors. We share a passion for protecting America's young people through expanded health care options, early childhood education initiatives and opening the doors to higher education to every American. ""I know he will continue to contribute to the dialogue about how to move America forward."""
Hillary Clinton ,D,s,"March 6, 2007",Clinton Statement on Bush Administration's Yucca Legislation,"In response to the Bush Administration's recent announcement that it would reintroduce legislation on Yucca Mountain, Senator Hillary Clinton issued the following statement. ""The Bush Administration's latest announcement that it will continue to pursue its misguided policy on Yucca Mountain is very disappointing. ""I've long opposed using Yucca as a site for nuclear waste. Yucca mountain is not a suitable place for long-term storage of our nuclear waste. There are too many unanswered questions about both the geology of the site and integrity of the science done to support the decision to store waste there. ""It's past time to start exploring alternatives to Yucca mountain, because we need to find a safe, secure long-term waste storage solution. As President, I would work with the scientific community to address this problem and come up with alternative solutions."""
Hillary Clinton ,D,s,"March 8, 2007",From the Senate: Statement of Senator Hillary Rodham Clinton on International Women's Day,"Washington, DC -- More than a decade ago, I had the honor of participating at the United Nations' Fourth World Conference on Women. Today, on International Women's Day, we have the opportunity to once again reaffirm the message that human rights are women's rights, and women's rights are human rights. There has been much progress made. The number of women in the Senate and House of Representatives has reached an all-time high. According to the United Nations Development Fund for Women, the number of countries that have enacted laws against domestic violence has almost doubled within the past four years. And the Nobel Peace Prize was awarded jointly to the Grameen Bank and its founder, Dr. Muhammad Yunus, in recognition of the impact and importance of microfinance programs, which have helped millions of women and families around the world. But there is still a great deal of work we must undertake to help women achieve equal rights, equal protection, and equal status in their communities. This year's theme for International Women's Day is ""Ending Impunity for Violence Against Women and Girls."" The silent epidemic of gender based violence affects far too many women and families, both in the United States and around the world. According to a 2005 study by the World Health Organization, more than 50 percent of women in some countries surveyed reported experiencing physical or sexual abuse at the hands of their partners. The same study found that the majority of women who had experienced intimate partner violence did not seek help, owing not only to stigma and fear, but difficulty accessing the services that would enable them to escape such violence. Gender-based violence is not only a criminal issue, but a health issue. Women who have experienced domestic violence are at increased risk of contracting HIV. In our efforts to prevent AIDS in the United States and around the world, we need to ensure that women are in position to protect themselves against AIDS without fear of violence or sexual assault. In addition to intimate partner violence, too many women and girls around the world are vulnerable to other forms of violence. According to the United Nations, situations of armed conflict result in increased number of rapes, sexual violence and slavery for women. In some countries, women who have been raped or sexually assaulted are at risk of being murdered in so-called ""honor killings,"" which only increase the fear and stigma that women face. UNICEF reports that about three million girls experience female genital cutting every year. But there is hope out there. In the West African countries of Senegal, Burkina Faso, and Guinea, hundreds of communities have pledged to end the practice of female genital cutting. Women who have been subjected to abuse and sexual assault, like Mukhtaran Mai of Pakistan, have turned their tragedies into an opportunity to create positive cultural change. These examples show that we can -- and we must -- bring this violence out of the shadows, and ensure that violence against women is treated as the crime that it is. I believe that by supporting the brave individuals who stand up and speak out against gender based violence, we can make significant gains in achieving human rights for all women and men. I will work with my colleagues in Congress to support the elimination of violence against women, and help women and girls around the globe live their lives free from the threat of harm."
Hillary Clinton ,D,s,"March 12, 2007",Statement of Hillary Clinton on the Projected Shortfall in HAWK-I Program,"One of my proudest accomplishments is working in the Clinton Administration to establish the State Children's Health Insurance Program in 1997. As Senator, I've worked to strengthen the program and as President, I will ensure that every child -- every person -- has health insurance. I've been outraged that President Bush has not taken action to stave off shortfalls in this program which has meant so much to so many Iowa families. Tens of thousands of children in Iowa do not have health insurance. That will get worse, not better, if the President gets his way. ""Iowa has done a remarkable job enrolling children in the HAWK-I program, more than tripling the number of kids with coverage over the past six years. The projected shortfall in Iowa would force the state to cut the number of enrolled kids in half - crippling the progress of the past six years. I will be working closely with my colleagues in the Senate to ensure that no state is forced to cut children from the SCHIP program. We should be expanding coverage, not cutting it. As I announced a few weeks ago, I will be introducing legislation that will expand SCHIP to help states cover every child. And as President, I will work tirelessly to have universal coverage so that no child -- no person -- in America has to worry about losing their health coverage."" Background: According to a 2006 survey sponsored by Robert Wood Johnson, 50,000 children in Iowa do not have health insurance. According to the report, uninsured children are twice as likely not to receive any medical care in a given year compared to kids with insurance.  15,700 children in Iowa will be dropped - DM Reg. 3/12/07 Anita Smith, Chief of the bureua of medical support, Iowa Dept. of Human Services.  31,819 - number of children in Iowa enrolledin the HAWK-I Program by federal budget year 2006 55,000 - number of uninsured Iowa kids according to Policy Project, Mount Vernon Iowa-based research group. DM Reg. 3/12/07 "
Hillary Clinton ,D,s,"March 13, 2007",From the Senate: Statement of Senator Hillary Rodham Clinton on the Firing of U.S. Attorneys,"Washington, DC -- ""With the White House now acknowledging a direct role in the Justice Department's U.S. Attorney firings, the president must affirmatively step forward to explain what he is doing to address the politicization of our prosecutorial system and what role he and his aides played in this controversy. ""The president is the chief executive of the country and this matter goes to the heart of his ability to manage our federal law enforcement and U.S. Attorney system. It is imperative that the president act swiftly to explain what role the White House played in this situation, hold those who acted inappropriately accountable, and take responsibility."""
Hillary Clinton ,D,s,"March 19, 2007",Hillary Clinton Statement on Iraq War Anniversary,"Today is the fourth anniversary of the start of the Iraq War. Those who have fallen have paid the ultimate price on our behalf and we continue to honor them and their families. It has become painfully clear over the last few weeks that we are doing a woefully inadequate job of taking care of our wounded. It is imperative that we improve our efforts on behalf of these troops immediately. A nation at war has a solemn obligation to do all it can for those who serve it on the battlefield. Four years ago, the Bush Administration launched a pre-emptive war in Iraq. Tragically, it misjudged the number of troops needed, miscalculated the cost, and mismanaged the mission. As a result, our nation now finds itself policing a sectarian conflict, our options are much more limited and it seems we're likely to have troops in Iraq for longer than any of us would like. The President is calling for patience. But Mr. President, the American people's patience has worn thin. It is time to change the course in Iraq so that we can start bringing our troops home. I am fighting to cap the number of troops in Iraq in order to stop the President's escalation and have proposed a phased redeployment of our troops so we can begin bringing them home. I've introduced comprehensive legislation that, if followed, would provide a roadmap out of Iraq. I hope that George Bush ends this war. But make no mistake -- if he doesn't, as President, I will."
Hillary Clinton ,D,s,"April 2, 2007",Statement by Hillary Clinton on Passover,"Hillary Clinton made the following statement in honor of Passover: ""I wish to extend my best wishes to everyone celebrating the holiday of Passover, commemorating the story of the Israelites' escape from slavery and reminding us all of the blessing of freedom. The Passover Seder is a wonderful tradition, bringing friends and family together to tell this important story to each generation. As we honor the celebration of Passover this week, let us also keep in mind those who are still struggling to escape from persecution throughout the world. We wish for them too the ability to live in peace and freedom with their families."
Hillary Clinton ,D,s,"April 18, 2007",From the Senate: Statement on Supreme Court's Gonzales v. Carhart Decision,"Washington, DC -- ""This decision marks a dramatic departure from four decades of Supreme Court rulings that upheld a woman's right to choose and recognized the importance of women's health. Today's decision blatantly defies the Court's recent decision in 2000 striking down a state partial-birth abortion law because of its failure to provide an exception for the health of the mother. As the Supreme Court recognized in Roe v. Wade in 1973, this issue is complex and highly personal; the rights and lives of women must be taken into account. It is precisely this erosion of our constitutional rights that I warned against when I opposed the nominations of Chief Justice Roberts and Justice Alito."""
Hillary Clinton ,D,s,"April 19, 2007","Statement by Hillary Clinton Commending Governor Lynch, New Hampshire Legislature for Leadership on Civil Unions","New Hampshire Soon to Become Fourth State to Adopt Civil Unions  MANCHESTER, NH -- Senator Hillary Clinton today made the following statement regarding the upcoming passage of legislation that will make New Hampshire the fourth state in the nation to adopt civil unions. ""New Hampshire has a long history of protecting its citizens from discrimination, and I would like to commend Governor Lynch and the New Hampshire legislature for their commitment and support for the civil rights of gays and lesbians,"" said Senator Clinton."
