Candidate,Party,Type,Date,Title,Speech
Rick Perry,R,s,"August 13, 2011","b""Statement by Gov. Rick Perry: Why I'm Running""","b""What I learned in my 20's traveling the globe as an Air Force pilot, our current president has yet to acknowledge in his 50's  that we are the most exceptional nation on the face of the earth. As Americans, we believe freedom is a gift from God, and government's prime function is to defend it. We don't see the role of government as a nanny state, and we recognize there is no government money that wasn't once earned through the sweat and toil of private citizens. That's why we object to an Administration that sees its role as spending our children's inheritance on failed economic theories that have given us record debt and left far too many unemployed, threatening not only our economy, but our security. Our reliance on foreign creditors and sources of energy not only compromises our national sovereignty, but jeopardizes our national future. America's place in the world is in peril, not only because of disastrous economic policies, but from the incoherent muddle known as our foreign policy. Our president has thumbed his nose at traditional allies such as Israel and Great Britain. We will not sit back and accept our current misery...because a great country requires a better direction...because a renewed nation requires a new president. That's why, with faith in God, the support of my family, and an unwavering belief in the goodness of America, I am a candidate for President of the United States. And I will work every day to make Washington, D.C. as inconsequential in your lives as I can. As governor of Texas I have led based on a few guiding principles. One, don't spend all the money. Two, keep taxes low and under control. Three, keep regulations fair and predictable. And four, reform the legal system so frivolous lawsuits don't paralyze employers that are trying to create jobs. Over ten years, we have followed this recipe of fiscal restraint to produce the strongest economy in the nation. While millions of jobs have been lost over the last decade nationwide, hundreds of thousands of jobs have been added in Texas. Texas is home to one in 12 Americans, and yet since June of 2009, we have created more than four in ten American jobs. The change we seek will never emanate out of Washington...it must come from the windswept prairies of Middle America...the farms and factories across this great land...the hearts and minds of God-fearing Americans who will not accept a future that is less than our past...who will not be consigned a fate of less freedom in exchange for more government. It is up to us...to this present generation of Americans...to take a stand for freedom...to send a signal to Washington that we are taking the country back from the grips of central planners who would control our healthcare, spend our treasure and micro-manage our businesses. My mission as your president will be to get America working again! With God's help, and your courage, we will take our country back. I hope you will take a moment to join the team and consider a donation to the campaign.  Thank you, and God bless America. Rick Perry"""
Rick Perry,R,s,"August 14, 2011","b""Statement by Gov. Rick Perry on Tim Pawlenty's Announcement""","b'""Tim Pawlenty is a good friend and colleague who I have worked closely with over the years, including visiting our troops in Iraq and Afghanistan. As a governor, Tim stuck to conservative principles despite leading a blue state like Minnesota. He and Mary are true patriots who are committed to our country, and ran an honorable campaign that reflected their integrity. Gov. Pawlenty\'s common-sense conservative voice will remain prominent and influential as we work to beat President Obama in 2012 and get America working again.""'"
Rick Perry,R,s,"August 18, 2011",b'Statement by Gov. Rick Perry on Syria',"b'Pembroke, NH  Texas Gov. Rick Perry today made the following statement regarding Syria: ""The Obama Administration\'s call for Syrian President Assad to step down is long overdue. President Assad threatens the safety and security not only of the Syrian people, but the entire Middle East. He also supports terrorist organizations Hezbollah and Hamas. Every diplomatic option should be brought to bear to prevent President Assad from wreaking further violence on his people and the region.""'"
Rick Perry,R,s,"August 23, 2011",b'Statement by Gov. Rick Perry on Passing of Former U.S. Ambassador Peter Terpeluk',"b'AUSTIN  Texas Gov. Rick Perry today released the following statement on the passing of former U.S. Ambassador to Luxembourg and Republican National Committee finance chairman Peter Terpeluk: ""I\'m saddened today by the passing of Peter Terpeluk, former Ambassador to Luxembourg under President George W. Bush. Peter was a friend who served his country with distinction in both the public and private sectors in addition to working tirelessly to elect Republicans across the country. Anita and I send our sympathies to his wife Diane and their children Trey and Meredith during this difficult time.""'"
Rick Perry,R,s,"August 23, 2011","b""Statement by Gov. Rick Perry on Vice President Joe Biden's Comment Regarding China's One Child Policy""","b'AUSTIN  Texas Gov. Rick Perry today issued the following statement on Vice President Joe Biden\'s comments regarding China\'s one child policy: ""China\'s one child policy has led to the great human tragedy of forced abortions throughout China, and Vice President Biden\'s refusal to \'second-guess\' this horrendous policy demonstrates great moral indifference on the part of the Obama Administration. Americans value life, and we deserve leaders who will stand up against such inhumanity, not cast a blind eye.""'"
Rick Perry,R,s,"September 2, 2011",b'Statement by Gov. Rick Perry on August Job Numbers',"b'""President Obama\'s job-killing polices continue to wreak havoc on the American economy. The poor national jobs picture stands in stark contrast to Texas\' pro-jobs, limited government policies which helped make us the top job-producing state in the nation. Our country cannot afford four more years of economic misery, and I will continue to travel the country talking about ways to get America working again.""'"
Rick Perry,R,s,"September 7, 2011",b'Statement by Gov. Rick Perry on Bombing in India',"b'AUSTIN  Texas Gov. Rick Perry today issued the following statement on the bombing outside a courthouse in New Delhi: ""Today\'s bombing in India and the tragic loss of life are graphic reminders that al-Qaeda and similar groups remain committed to murder, terror and attacking freedom across the globe. America must remain vigilant, and work to reinvigorate our economy so that we can remain militarily strong and uphold effective foreign policy. We mourn with the people of New Delhi, especially the families of those killed and injured, and to our friends and allies in India.""'"
Rick Perry,R,s,"September 8, 2011","b""Statement by Gov. Rick Perry on President Obama's Speech""","b'Gov. Rick Perry today released the following statement regarding President Barack Obama\'s speech to Congress: ""President Obama\'s call for nearly a half-trillion dollars in more government stimulus when America has more than $14 trillion in debt is guided by his mistaken belief that we can spend our way to prosperity. ""Like the president\'s earlier $800 billion stimulus program, this proposal offers little hope for millions of Americans who have lost jobs on his watch, and taxpayers who are rightly concerned that their children will inherit a mountain of debt. ""America needs jobs, smaller government, less spending and a president with the courage to offer more than yet another speech.""'"
Rick Perry,R,s,"September 14, 2011",b'Statement by Gov. Rick Perry on GOP Special Election Victories in New York and Nevada',"b""AUSTIN  Texas Gov. Rick Perry today issued the following statement on the special election GOP victories in New York's 9th District and Nevada's 2nd District U.S. House race: I congratulate New York's Bob Turner and Nevada's Mark Amodei in their decisive victories yesterday evening, which clearly signal America's growing frustration with President Obama's failure to create jobs, cut the debt and deliver the hope he promised. America needs jobs, and voters know that this President doesn't have a clue how to get America working. As President, I will follow the principles of lower taxes, less spending and less government red tape that have helped make Texas the nation's top economy."""
Rick Perry,R,s,"September 19, 2011","b""Statement by Gov. Rick Perry on President Obama's Speech on the Economy""","b'AUSTIN  Gov. Rick Perry today issued the following statement on President Obama\'s speech on the economy: ""President Obama\'s plan is a bait and switch that offers more than a trillion dollars in higher taxes for a promise of temporary tax relief. The president penalizes investment when it is needed most, discourages charitable giving and doubles down on a failed government stimulus strategy. ""Worst of all, the Obama plan fails to provide the certainty employers need to create jobs and the spending and deficit reduction our economy needs.""'"
Rick Perry,R,s,"September 30, 2011",b'Statement by Gov. Rick Perry on Death of al Qaida Leader Anwar al-Awlaki',"b""ATLANTA  Texas Gov. Rick Perry today made the following statement regarding the death of al Qaida leader Anwar al-Awlaki: I want to congratulate the United States military and intelligence communities  and President Obama for sticking with the government's longstanding and aggressive anti-terror policies  for getting another key international terrorist. The death of American-raised al Qaida leader Anwar al-Awlaki is an important victory in the war on terror. Ten years after 9/11 the brave men and women of our military and intelligence services continue to take the fight to the enemy. Al-Awlaki was the next generation of al Qaida who spread his message of violence and hate over the Internet. His death will be a serious setback for their organization. Al-Awlaki was instrumental in the radicalization of Major Nidal Hasan, the Fort Hood shooter, as well as other domestic terror plots. We must remain vigilant, and make sure we bring every resource and tool to bear in the fight to keep Americans safe."""
Rick Perry,R,s,"October 3, 2011",b'Statement by Gov. Rick Perry on Impending Execution of Pastor Youssef Nadarkhani',"b'AUSTIN - The following statement was issued by Gov. Rick Perry on the impending execution of Pastor Youssef Nadarkhani: ""The Iranian government\'s recent decision to execute Pastor Youssef Nadarkhani for his refusal to \'recant\' his faith is unacceptable. There is no shade of gray or room for equivocation here: Freedom to worship is a basic human right, and the charges against Pastor Nadarkhani are an affront to the essential principles of the civilized world. ""We can only hope that President Obama, along with the United Nations, will work toward securing the release of Pastor Nadarkhani. Becoming a martyr for religious freedom should not be the only path out of Iran. ""President Obama has insisted that Iran\'s leadership was about to unclench its fist so it could hold our hand. But Iran only unclenches its fists to strangle freedom and the dissidents who dare to practice it. ""This administration\'s silence during the \'Green Revolution,\' when Iranian dissidents took to the streets, stands out as one of its greatest failures. That silence was interpreted by government authorities as indifference, and a brutal crackdown followed. Now, a regime responsible for complicating our efforts in Iraq, that has pledged to destroy Israel, that pursues nuclear weapons, and that turns its military against its own people, is once again reminding the world of its intolerance for any who do not adhere to its extremist, repressive ideology. ""I encourage the American people to contact their U.S. Senators and express their support for Pastor Nadarkhani, as well as their desire for the Obama Administration to work to secure his release.""'"
Rick Perry,R,s,"October 4, 2011","b""Statement by Gov. Rick Perry Regarding Gov. Christie's Announcement""","b'AUSTIN  Gov. Rick Perry today released the following statement regarding New Jersey Gov. Chris Christie\'s announcement earlier today: ""Chris Christie is a friend, a great governor and rising star in the Republican Party. I\'m sure this was an exciting and stressful process for Chris, Mary Pat and his family, but I know they have a bright, successful future ahead of them. Gov. Christie will be a strong asset for the Republican Party as we work to build a national movement to get America working again, reduce the influence of Washington in our lives, and defeat President Obama next year.""'"
Rick Perry,R,s,"October 5, 2011",b'Statement by Gov. Rick Perry on Palin Announcement',"b'AUSTIN  Texas Gov. Rick Perry today issued the following statement regarding Sarah Palin\'s announcement earlier today: ""Sarah Palin is a good friend, a great American and a true patriot. I respect her decision and know she will continue to be a strong voice for conservative values and needed change in Washington.""'"
Rick Perry,R,s,"October 20, 2011",b'Statement by Gov. Rick Perry on the Death of Muammar el-Qaddafi',"b'AUSTIN  Gov. Rick Perry today released the following statement on the death of Muammar el-Qaddafi: ""The death of Muammar el-Qaddafi is good news for the people of Libya. It should bring the end of conflict there, and help them move closer to elections and a real democracy. ""The United States should work closely with Libya to ensure the transition is successful, and that a stable, peaceful nation emerges. ""The U.S. must also take an active role in ensuring the security of any remaining stockpiles of Qaddafi\'s weapons. These weapons pose a real danger to the United States and our allies, and we cannot help secure them through simple observation.""'"
Rick Perry,R,s,"October 21, 2011",b'Statement by Gov. Rick Perry on Iraq',"b'AUSTIN  Gov. Rick Perry today released the following statement on President Obama\'s announcement to withdraw troops from Iraq: ""I\'m deeply concerned that President Obama is putting political expediency ahead of sound military and security judgment by announcing an end to troop level negotiations and a withdrawal from Iraq by year\'s end. The President was slow to engage the Iraqis and there\'s little evidence today\'s decision is based on advice from military commanders. ""America\'s commitment to the future of Iraq is important to U.S. national security interests and should not be influenced by politics. Despite the great achievements of the U.S. military and the Iraqi people, there remain real threats to our shared interests, especially from Iran. ""The United States must remain a firm and steadfast ally for Iraq, maintaining an ongoing diplomatic, economic, and military to military partnership with this emerging democratic ally in the Middle East. ""As a veteran and commander-in-chief of national guard forces, I cannot express enough appreciation for our military service members who have protected and defended American interests in Iraq. Our Iraq war veterans made enormous sacrifices to make our nation and world safer, and I know all Americans will welcome them home with great pride and appreciation.""'"
