Candidate,Party,Type,Date,Title,Speech
Ben Carson,R,p,"May 9, 2015",Press Release - Ben Carson - Mom and Pop Small Businesses are 'Real Strengths of America',"Dr. Ben Carson, GOP presidential candidate who launched his campaign Monday, made his way down Main Street in Greenville, South Carolina, to the South Carolina Freedom Summit on Saturday, stopping to chat with voters.Read More"
Ben Carson,R,p,"May 13, 2015",Press Release - 17 Nobel Laureates and 1200+ Economists Agree with Ben Carson Regarding U.S. Fiscal Gap,"Michelle Lee, a fact checker with the Washington Post, just posted a long and, to my mind, highly political column. Her column, read carefully, undermines Presidential candidate Ben Carson's absolutely correct claim, made in announcing his candidacy, that the true measure of U.S. fiscal debt is not the $13 trillion our government reports as its debt. Instead, our true debt is over $200 trillion. Obviously, most of this true debt has been kept off the books by our politicians.Read More"
Ben Carson,R,p,"May 13, 2015",Press Release - Ben Carson Charms Small Donors,"When retired neurosurgeon Ben Carson announced his bid for the GOP nomination earlier this week, everything about it was unconventional  including the gospel choir crooning an Eminem song and Carson's wife playing the violin. But breaking the mold is apparently paying off: Carson's presidential exploratory committee raised $2.1 million over just 29 days in March, Federal Election Commission filings show.Read More"
Ben Carson,R,p,"May 17, 2015","Press Release - Ben Carson Led Rand Paul, Ted Cruz in Facebook Interactions Earlier This Month","The number of Facebook interactions related to Republican presidential candidate Ben Carson were more than double those related to Sen. Rand Paul, whom he is competing against for the GOP nomination for president in 2016.Read More"
Ben Carson,R,p,"May 23, 2015",Press Release - Carson Captures Southern Republican Straw Poll,"Retired neurosurgeon Ben Carson handily won the Southern Republican Leadership Conference straw poll on Saturday, the first major survey to take the temperature of the Republican presidential field in the south.Read More"
Ben Carson,R,p,"June 25, 2015",Press Release - Shock Poll: Dr. Ben Carson Leading the Pack as Jeb Bush Announces Campaign,A national political poll by Monmouth University ranks retired neurosurgeon Dr. Ben Carson in first place.Read More
Ben Carson,R,p,"June 25, 2015",Press Release - The Presidential Candidates Who Are Really Making a Mark on Twitter,"What presidential candidate wouldn't want a mass Twitter following? For a group that thrives personally and professionally on public attention, the prospect of reaching hundreds of thousands without having to spend a dime (or say a word to reporters) is magic.Read More"
Ben Carson,R,p,"June 28, 2015",Press Release - Carson Wins Colorado Straw Poll,"Ben Carson won the 2015 Western Conservative Summit straw poll, organizers announced on Sunday.Read More"
Ben Carson,R,p,"July 7, 2015",Press Release - Dr. Ben Carson and His Wife Celebrate 40th Wedding Anniversary in N.H.,"NASHUA, N.H.  Republican presidential candidate Dr. Ben Carson and his wife, Candy, marked their 40th wedding anniversary Monday night by celebrating in New Hampshire.Carson spoke to an overflow of crowd supporters in Nashua after cutting into a massive cake.Carson was on a two-day swing through New Hampshire, and he and his wife decided to share their 40th anniversary with the public.Tony Orlando serenaded a standing-room-only crowd in Nashua to help Carson and his wife celebrate 40 years of marriage.Carson told News 9 that the secret to staying married for four decades was ""choosing the right person.""""I think that's the real key. Having somebody that you really like to be around and enjoy,"" said Carson.Read More"
Ben Carson,R,p,"July 13, 2015",Press Release - Why the Church Cannot Remain Silent Any Longer,"The Founding Fathers never meant for people of religious convictions to be drummed out of public discourse or fearful of operating in the public square. In fact, our Founding Fathers intended the exact opposite. As early as grade school, American students begin to learn of the Founding Fathers' intent and the importance of the First Amendment. In grammar school, young Americans learn that this experiment in democracy succeeded because at its core citizens have the right to practice their religion without fear or restraint.(Published in Charisma Magazine - charismamag.com)Read More (pdf)"
Ben Carson,R,p,"July 17, 2015","Press Release - Carson: Planned Parenthood's Defense 'Spurious,' 'Nothing That Can't Be Done Without Fetal Tissue'","Retired neurosurgeon and Republican presidential candidate Ben Carson stated that the argument that Planned Parenthood is obtaining fetal tissue for important medical research is ""spurious"" because ""there's nothing that can't be done without fetal tissue"" on Thursday's ""Kelly File"" on the Fox News Channel.Carson said, in response, to the argument that Planned Parenthood uses fetal organs for medical research, ""it's been over-promised what the benefits of fetal research would be. And very much under-delivered. And if you go back over the years, and look at the research that has been done and all the things that it was supposed to deliver, very little of that has been done, and there's nothing that can't be done without fetal tissue. So, it's a spurious argument, but, you know, what's really disturbing is the fact that we have become so callous that a lot of people don't even realize that this is shocking. To see the callousness, [with] which we are treating human life. It's interesting that there are so many people who are concerned about snail darters and little spiders and things, and yet, the human being inside of that mother's womb, just beyond, you know, 10 weeks, is much more sophisticated than many of these creatures that they're trying to preserve. And we've created a dichotomy in what should be a[n] almost sacred relationship between a mother and that baby, and a mother is a protector of that baby, and we've distorted things to the point where people believe that if the mother can't kill the baby, than anybody who's advocating that is an enemy of women. How can we be so foolish as to believe such a thing?""Read More"
Ben Carson,R,p,"July 28, 2015",Press Release - Op-Ed by Ben Carson: We Must Value Human Life,"The recent revelations regarding a video showing a Planned Parenthood staff discussion of the alleged sale of tissue from aborted fetuses should be deemed abhorrent by anyone with a conscience.A second undercover video has emerged showing Planned Parenthood''s medical directors council president Dr. Mary Gatter, haggling over payments and offering to use a ""less crunchy technique"" for intact fetal tissue specimens. Planned Parenthood''s president, Cecile Richards, defended the organization, saying that it broke no laws. But that is not enough.It would be instructive for people to know more about the origins of this organization and its founder, Margaret Sanger. This woman was a proponent of eugenics, which promotes the notion that there are superior individuals and inferior individuals, and that society is helped when the superior ones proliferate while inferior ones are reduced.She was quoted advocating ""a stern and rigid policy of sterilization and segregation to that grade of population whose progeny is tainted, or whose inheritance is such that objectionable traits may be transmitted to offspring.""Perhaps the horrendous videos will let us reflect as a society about what we have been doing over the last several decades with precious human life.We have allowed the proponents of a woman's choice movement to convince us that killing valuable human babies is not a big deal and certainly is better than infringing upon the convenience of a woman. We have established the setting where many women think the baby inside of them would negatively impact their lifestyle. These women believe their babies need to be eliminated rather than guarded and cherished.We've distorted things to the point where people believe that anyone who opposes mothers killing their babies is waging a war on women. How can we be so foolish to believe such a thing? One must be able to recognize the depravity to which we have sunken as a society when valuing a baby's life is frowned upon.The brain of a little baby develops at a rate of hundreds of millions of neurons every single day by the time it is 6 to 8 weeks old. The baby is rapidly becoming a very complex organism. It is much more sophisticated than many of the creatures that we go to great lengths to preserve in our environment.Through the wonders of ultrasonography and endoscopy, we have been able to recognize the human features at an early stage that characterize these priceless beings and belie the myth that they are nothing more than meaningless clumps of cells. In my view, this is propaganda that has been perpetuated by organizations like Planned Parenthood and others who desire to promote the abominable practice of abortion on demand.My entire professional career as a pediatric neurosurgeon was dedicated to saving the lives of children and promoting their long-term welfare, as I took the Hippocratic Oath to ""First, do no harm."" Protecting innocent life is a duty consistent with that solemn oath. Destroying or butchering them is particularly offensive to someone like myself who has operated on babies while they were still in utero. All human life is precious and should be preserved and protected with the utmost respect and care.When we reach a point where we are so callous that we kill innocent little babies, what else won't we do? Is there a limit to our barbarism? Human history is replete with examples of what happens when we devalue human life. Here in the United States of America, we have a history of compassion and kindness that characterizes a model citizen. It is time to reclaim our heritage and reject the purveyors of selfishness and callousness.Congress should defund Planned Parenthood and consider having the IRS revoke its status as a 501(c)(3) organization. I believe deeply, as it is written in the Declaration of Independence, that we are all endowed by our Creator with certain unalienable rights. First and foremost among these unalienable rights is life, and we created a government in order to protect it -- not fund its destruction.We must do everything in our power to advance a culture of life. Let's once again be proud of ourselves rather than making excuses for our behavior."
Ben Carson,R,p,"August 1, 2015",Press Release - Who is Ben Carson? Is This Guy a Real Deal? (Nevada Business),"Everyone knows who Hillary Clinton is and most of us know something about many of the Republican nominees running for President. But, do you know who Ben Carson is?As I began learning about him, I asked a number of people if they had ever heard of him. Most say they haven't.Yet, at the time of this writing, National Election Polls have Ben Carson rated in the top five presidential nominees being electable by republican-leaning voters. []Read More"
Ben Carson,R,p,"August 7, 2015",Press Release - Ben Carson: A Bit Player in the Debate. A Big Star on the Web. (Washington Post),"At times it seemed as if the moderators of Thursday night's debate had forgotten that Ben Carson was on the stage, as they refereed and tangled with the other nine candidates.Carson himself made that point when, after waiting more than a half hour passed between the first question addressed to him and the second: ""I wasn't sure I was going to get to talk again,"" he quipped.Read More"
Ben Carson,R,p,"August 7, 2015",Press Release - Ben Carson Scores Big Win at the First GOP Debate followed by Marco Rubio (PRNewswire),"One America News Network, ""OAN"", a credible source for 24/7 national and international news, released this evening its Post GOP Debate Poll results conducted by Gravis Marketing. Two primary questions asked to Republican polled participants were ""Who do you think won the debate?"" and ""Who do you think lost the debate?"" GOP Presidential Candidates Ben Carson and Marco Rubio scored well in both categories. Donald Trump came in second on the question of ""who won the debate?"" but he also scored second on ""who lost the debate?"" showing a heavily polarized Republican base when it comes to their post-debate opinions of the New York Businessman. Rand Paul and Chris Christie did not have a good evening, with both scoring at the bottom of ""who won?"" and Paul taking the lead of ""who lost?"" with Christie coming in a distant third, behind Trump.Read More"
Ben Carson,R,p,"August 7, 2015","Press Release - Ben Carson's Gentle, Virtuous Rhetoric Elevated the GOP Debate (National Review)","The first half of yesterday's GOP debate was not kind to Ben Carson. Ignored for long stretches, his soft-spoken demeanor sometimes contrasted unfavorably with his more intense and passionate opponents.Read More"
Ben Carson,R,p,"August 7, 2015",Press Release - Gravis Poll: Republicans Say Ben Carson Won (Townhall),"I'm surprised. While I don't necessarily think he had a bad night (his closing statement was both memorable and genuinely funny) I thought other candidates outperformed him.Like Guy, I thought Sen. Rubio came out strongest and did himself the most favors. I was also impressed by Gov. Kasich (a relatively unknown contender outside the debate venue). After all, he doesn't have much name recognition across the country although he wisely  and judiciously  used his time effectively. But what do I know? Behold this Gravis Marketing/One America News Network poll:Read More"
Ben Carson,R,p,"August 7, 2015",Press Release - Who Is Ben Carson? GOP Debate 'Winner' A Neurosurgeon Looking To Prove Political Expertise (IBTimes),"When the top 10 Republican presidential candidates took the stage for the first prime-time GOP debate Thursday night, they were all hoping to stand out. But two hours later, it wasn't the loudest or meanest men who some said had made the most impact. It was Dr. Ben Carson, who spoke calmly from his lectern three spots in from the left and grabbed the attention of thousands.In a debate with no official winner, Carson seemed to come out on top. His jokes, comments on race and references to medical expertise went over well and earned him 24,000 new Twitter followers and 230,000 Facebook fans, the most of any candidate. A One America News Network poll found that 22 percent of respondents thought he won the debate, and 80 percent of them said they had a more favorable opinion of Carson after the event.Read More"
